-320.000,-400.000,470.000      
-260.000,-340.000,470.000   
-320,400,470.000   
-320,600,470.000   
-320,800,470.000   
-220,800,470.000   
-120,800,470.000   
0,800,470.000   
120,800,470.000   
220,800,470.000   
320,800,470.000   
320,600,470.000   
320,400,470.000   
320,0,470.000   
320,-400,470.000   
